card_no,bird_name,search_key,audio_file,audio_path,clip_index,clip_type,is_main,source_id,file_size_bytes
100,Willet,willet,100_Willet_48808_1_call.m4a,src/AudioClip/100_Willet_48808_1_call.m4a,1,call,false,48808,2626
100,Willet,willet,100_Willet_48808_2_call.m4a,src/AudioClip/100_Willet_48808_2_call.m4a,2,call,false,48808,3054
100,Willet,willet,100_Willet_48808_3_song.m4a,src/AudioClip/100_Willet_48808_3_song.m4a,3,song,false,48808,8988
100,Willet,willet,100_Willet_48808_4_song_main.m4a,src/AudioClip/100_Willet_48808_4_song_main.m4a,4,song,true,48808,32766
101,Anhinga,anhinga,101_Anhinga_136256_1_call.m4a,src/AudioClip/101_Anhinga_136256_1_call.m4a,1,call,false,136256,4840
101,Anhinga,anhinga,101_Anhinga_136256_2_song.m4a,src/AudioClip/101_Anhinga_136256_2_song.m4a,2,song,false,136256,17714
101,Anhinga,anhinga,101_Anhinga_136256_2_song_main.m4a,src/AudioClip/101_Anhinga_136256_2_song_main.m4a,2,song,true,136256,45177
102,Snowy Egret,snowyegret,102_Snowy_Egret_45490_1_call.m4a,src/AudioClip/102_Snowy_Egret_45490_1_call.m4a,1,call,false,45490,3380
102,Snowy Egret,snowyegret,102_Snowy_Egret_45490_2_call.m4a,src/AudioClip/102_Snowy_Egret_45490_2_call.m4a,2,call,false,45490,4918
102,Snowy Egret,snowyegret,102_Snowy_Egret_45490_3_call.m4a,src/AudioClip/102_Snowy_Egret_45490_3_call.m4a,3,call,false,45490,3786
102,Snowy Egret,snowyegret,102_Snowy_Egret_45490_4_call_main.m4a,src/AudioClip/102_Snowy_Egret_45490_4_call_main.m4a,4,call,true,45490,36123
103,White Faced Ibis,whitefacedibis,103_White_Faced_Ibis_45304_1_call.m4a,src/AudioClip/103_White_Faced_Ibis_45304_1_call.m4a,1,call,false,45304,4006
103,White Faced Ibis,whitefacedibis,103_White_Faced_Ibis_45304_2_call.m4a,src/AudioClip/103_White_Faced_Ibis_45304_2_call.m4a,2,call,false,45304,4191
103,White Faced Ibis,whitefacedibis,103_White_Faced_Ibis_45304_3_call.m4a,src/AudioClip/103_White_Faced_Ibis_45304_3_call.m4a,3,call,false,45304,10515
103,White Faced Ibis,whitefacedibis,103_White_Faced_Ibis_45304_4_call_main.m4a,src/AudioClip/103_White_Faced_Ibis_45304_4_call_main.m4a,4,call,true,45304,36309
104,Black Skimmer,blackskimmer,104_Black_Skimmer_179806_1_call.m4a,src/AudioClip/104_Black_Skimmer_179806_1_call.m4a,1,call,false,179806,3124
104,Black Skimmer,blackskimmer,104_Black_Skimmer_179806_2_call.m4a,src/AudioClip/104_Black_Skimmer_179806_2_call.m4a,2,call,false,179806,3285
104,Black Skimmer,blackskimmer,104_Black_Skimmer_179806_3_song.m4a,src/AudioClip/104_Black_Skimmer_179806_3_song.m4a,3,song,false,179806,15613
104,Black Skimmer,blackskimmer,104_Black_Skimmer_179806_4_song_main.m4a,src/AudioClip/104_Black_Skimmer_179806_4_song_main.m4a,4,song,true,179806,28174
105,Eastern Screech Owl,easternscreechowl,105_Eastern_Screech_Owl_100707_1_song.m4a,src/AudioClip/105_Eastern_Screech_Owl_100707_1_song.m4a,1,song,false,100707,13993
105,Eastern Screech Owl,easternscreechowl,105_Eastern_Screech_Owl_100707_2_song.m4a,src/AudioClip/105_Eastern_Screech_Owl_100707_2_song.m4a,2,song,false,100707,13757
105,Eastern Screech Owl,easternscreechowl,105_Eastern_Screech_Owl_100707_3_song.m4a,src/AudioClip/105_Eastern_Screech_Owl_100707_3_song.m4a,3,song,false,100707,15708
105,Eastern Screech Owl,easternscreechowl,105_Eastern_Screech_Owl_100707_4_song_main.m4a,src/AudioClip/105_Eastern_Screech_Owl_100707_4_song_main.m4a,4,song,true,100707,47570
106,Mississippi Kite,mississippikite,106_Mississippi_Kite_85596_1_call.m4a,src/AudioClip/106_Mississippi_Kite_85596_1_call.m4a,1,call,false,85596,10945
106,Mississippi Kite,mississippikite,106_Mississippi_Kite_85596_2_call.m4a,src/AudioClip/106_Mississippi_Kite_85596_2_call.m4a,2,call,false,85596,13629
106,Mississippi Kite,mississippikite,106_Mississippi_Kite_85596_3_call.m4a,src/AudioClip/106_Mississippi_Kite_85596_3_call.m4a,3,call,false,85596,11914
106,Mississippi Kite,mississippikite,106_Mississippi_Kite_85596_4_main_call.m4a,src/AudioClip/106_Mississippi_Kite_85596_4_main_call.m4a,4,call,true,85596,43926
107,Ferruginous Hawk,ferruginoushawk,107_Ferruginous_Hawk_172487_1_song.m4a,src/AudioClip/107_Ferruginous_Hawk_172487_1_song.m4a,1,song,false,172487,9461
107,Ferruginous Hawk,ferruginoushawk,107_Ferruginous_Hawk_172487_2_song.m4a,src/AudioClip/107_Ferruginous_Hawk_172487_2_song.m4a,2,song,false,172487,8703
107,Ferruginous Hawk,ferruginoushawk,107_Ferruginous_Hawk_172487_3_song.m4a,src/AudioClip/107_Ferruginous_Hawk_172487_3_song.m4a,3,song,false,172487,8643
107,Ferruginous Hawk,ferruginoushawk,107_Ferruginous_Hawk_172487_4_song_main.m4a,src/AudioClip/107_Ferruginous_Hawk_172487_4_song_main.m4a,4,song,true,172487,27382
108,American Kestrel,americankestrel,108_American_Kestrel_107973_1_song.m4a,src/AudioClip/108_American_Kestrel_107973_1_song.m4a,1,song,false,107973,12367
108,American Kestrel,americankestrel,108_American_Kestrel_107973_2_song.m4a,src/AudioClip/108_American_Kestrel_107973_2_song.m4a,2,song,false,107973,10151
108,American Kestrel,americankestrel,108_American_Kestrel_107973_3_call.m4a,src/AudioClip/108_American_Kestrel_107973_3_call.m4a,3,call,false,107973,5693
108,American Kestrel,americankestrel,108_American_Kestrel_107973_4_song_main.m4a,src/AudioClip/108_American_Kestrel_107973_4_song_main.m4a,4,song,true,107973,31931
109,Barn Owl,barnowl,109_Barn_Owl_104570_1_call.m4a,src/AudioClip/109_Barn_Owl_104570_1_call.m4a,1,call,false,104570,9045
109,Barn Owl,barnowl,109_Barn_Owl_104570_2_call.m4a,src/AudioClip/109_Barn_Owl_104570_2_call.m4a,2,call,false,104570,7449
109,Barn Owl,barnowl,109_Barn_Owl_104570_3_song.m4a,src/AudioClip/109_Barn_Owl_104570_3_song.m4a,3,song,false,104570,18511
109,Barn Owl,barnowl,109_Barn_Owl_104570_4_song_main.m4a,src/AudioClip/109_Barn_Owl_104570_4_song_main.m4a,4,song,true,104570,34597
10,Yellow Billed Cuckoo,yellowbilledcuckoo,10_Yellow_Billed_Cuckoo_8212_1_call.m4a,src/AudioClip/10_Yellow_Billed_Cuckoo_8212_1_call.m4a,1,call,false,8212,5116
10,Yellow Billed Cuckoo,yellowbilledcuckoo,10_Yellow_Billed_Cuckoo_8212_2_call.m4a,src/AudioClip/10_Yellow_Billed_Cuckoo_8212_2_call.m4a,2,call,false,8212,3488
10,Yellow Billed Cuckoo,yellowbilledcuckoo,10_Yellow_Billed_Cuckoo_8212_3_call.m4a,src/AudioClip/10_Yellow_Billed_Cuckoo_8212_3_call.m4a,3,call,false,8212,3245
10,Yellow Billed Cuckoo,yellowbilledcuckoo,10_Yellow_Billed_Cuckoo_8212_4_call_main.m4a,src/AudioClip/10_Yellow_Billed_Cuckoo_8212_4_call_main.m4a,4,call,true,8212,47615
110,Burrowing Owl,burrowingowl,110_Burrowing_Owl_119482_1_call.m4a,src/AudioClip/110_Burrowing_Owl_119482_1_call.m4a,1,call,false,119482,11350
110,Burrowing Owl,burrowingowl,110_Burrowing_Owl_119482_2_call.m4a,src/AudioClip/110_Burrowing_Owl_119482_2_call.m4a,2,call,false,119482,8692
110,Burrowing Owl,burrowingowl,110_Burrowing_Owl_119482_3_call.m4a,src/AudioClip/110_Burrowing_Owl_119482_3_call.m4a,3,call,false,119482,8698
110,Burrowing Owl,burrowingowl,110_Burrowing_Owl_119482_4_call_main.m4a,src/AudioClip/110_Burrowing_Owl_119482_4_call_main.m4a,4,call,true,119482,44578
111,Sandhill Crane,sandhillcrane,111_Sandhill_Crane_111082_1_song.m4a,src/AudioClip/111_Sandhill_Crane_111082_1_song.m4a,1,song,false,111082,10311
111,Sandhill Crane,sandhillcrane,111_Sandhill_Crane_111082_2_call.m4a,src/AudioClip/111_Sandhill_Crane_111082_2_call.m4a,2,call,false,111082,9108
111,Sandhill Crane,sandhillcrane,111_Sandhill_Crane_111082_3_song.m4a,src/AudioClip/111_Sandhill_Crane_111082_3_song.m4a,3,song,false,111082,17925
111,Sandhill Crane,sandhillcrane,111_Sandhill_Crane_111082_4_song_main.m4a,src/AudioClip/111_Sandhill_Crane_111082_4_song_main.m4a,4,song,true,111082,42859
112,Canada Goose,canadagoose,112_Canada_Goose_3546_1_call.m4a,src/AudioClip/112_Canada_Goose_3546_1_call.m4a,1,call,false,3546,6427
112,Canada Goose,canadagoose,112_Canada_Goose_3546_2_call.m4a,src/AudioClip/112_Canada_Goose_3546_2_call.m4a,2,call,false,3546,6013
112,Canada Goose,canadagoose,112_Canada_Goose_3546_3_call.m4a,src/AudioClip/112_Canada_Goose_3546_3_call.m4a,3,call,false,3546,4070
112,Canada Goose,canadagoose,112_Canada_Goose_3546_4_call_main.m4a,src/AudioClip/112_Canada_Goose_3546_4_call_main.m4a,4,call,true,3546,30527
113,Black Bellied Whistling Duck,blackbelliedwhistlingduck,113_Black_Bellied_Whistling_Duck_25663_1_call.m4a,src/AudioClip/113_Black_Bellied_Whistling_Duck_25663_1_call.m4a,1,call,false,25663,2454
113,Black Bellied Whistling Duck,blackbelliedwhistlingduck,113_Black_Bellied_Whistling_Duck_25663_2_call.m4a,src/AudioClip/113_Black_Bellied_Whistling_Duck_25663_2_call.m4a,2,call,false,25663,2676
113,Black Bellied Whistling Duck,blackbelliedwhistlingduck,113_Black_Bellied_Whistling_Duck_25663_3_song.m4a,src/AudioClip/113_Black_Bellied_Whistling_Duck_25663_3_song.m4a,3,song,false,25663,7150
113,Black Bellied Whistling Duck,blackbelliedwhistlingduck,113_Black_Bellied_Whistling_Duck_25663_4_call_main.m4a,src/AudioClip/113_Black_Bellied_Whistling_Duck_25663_4_call_main.m4a,4,call,true,25663,22736
114,Double Crested Cormorant,doublecrestedcormorant,114_Double_Crested_Cormorant_2005_1_call.m4a,src/AudioClip/114_Double_Crested_Cormorant_2005_1_call.m4a,1,call,false,2005,4781
114,Double Crested Cormorant,doublecrestedcormorant,114_Double_Crested_Cormorant_2005_2_call.m4a,src/AudioClip/114_Double_Crested_Cormorant_2005_2_call.m4a,2,call,false,2005,7740
114,Double Crested Cormorant,doublecrestedcormorant,114_Double_Crested_Cormorant_2005_3_call.m4a,src/AudioClip/114_Double_Crested_Cormorant_2005_3_call.m4a,3,call,false,2005,4192
114,Double Crested Cormorant,doublecrestedcormorant,114_Double_Crested_Cormorant_2005_4_call_main.m4a,src/AudioClip/114_Double_Crested_Cormorant_2005_4_call_main.m4a,4,call,true,2005,28356
115,American White Pelican,americanwhitepelican,115_American_White_Pelican_1987_1_call.m4a,src/AudioClip/115_American_White_Pelican_1987_1_call.m4a,1,call,false,1987,2906
115,American White Pelican,americanwhitepelican,115_American_White_Pelican_1987_2_call.m4a,src/AudioClip/115_American_White_Pelican_1987_2_call.m4a,2,call,false,1987,2205
115,American White Pelican,americanwhitepelican,115_American_White_Pelican_1987_3_call.m4a,src/AudioClip/115_American_White_Pelican_1987_3_call.m4a,3,call,false,1987,3141
115,American White Pelican,americanwhitepelican,115_American_White_Pelican_1987_4_call_main.m4a,src/AudioClip/115_American_White_Pelican_1987_4_call_main.m4a,4,call,true,1987,23428
116,Red Winged Blackbird,redwingedblackbird,116_Red_Winged_Blackbird_94234_1_call.m4a,src/AudioClip/116_Red_Winged_Blackbird_94234_1_call.m4a,1,call,false,94234,2865
116,Red Winged Blackbird,redwingedblackbird,116_Red_Winged_Blackbird_94234_2_song.m4a,src/AudioClip/116_Red_Winged_Blackbird_94234_2_song.m4a,2,song,false,94234,13142
116,Red Winged Blackbird,redwingedblackbird,116_Red_Winged_Blackbird_94234_2_song_main.m4a,src/AudioClip/116_Red_Winged_Blackbird_94234_2_song_main.m4a,2,song,true,94234,22376
116,Red Winged Blackbird,redwingedblackbird,116_Red_Winged_Blackbird_94234_3_call.m4a,src/AudioClip/116_Red_Winged_Blackbird_94234_3_call.m4a,3,call,false,94234,2274
117,Common Grackle,commongrackle,117_Common_Grackle_94315_1_call_main.m4a,src/AudioClip/117_Common_Grackle_94315_1_call_main.m4a,1,call,true,94315,9071
118,Brewers Blackbird,brewersblackbird,118_Brewers_Blackbird_73820_1_call.m4a,src/AudioClip/118_Brewers_Blackbird_73820_1_call.m4a,1,call,false,73820,3149
118,Brewers Blackbird,brewersblackbird,118_Brewers_Blackbird_73820_2_song.m4a,src/AudioClip/118_Brewers_Blackbird_73820_2_song.m4a,2,song,false,73820,12027
118,Brewers Blackbird,brewersblackbird,118_Brewers_Blackbird_73820_3_call.m4a,src/AudioClip/118_Brewers_Blackbird_73820_3_call.m4a,3,call,false,73820,4087
118,Brewers Blackbird,brewersblackbird,118_Brewers_Blackbird_73820_4_song_main.m4a,src/AudioClip/118_Brewers_Blackbird_73820_4_song_main.m4a,4,song,true,73820,22443
119,Yellow Headed Blackbird,yellowheadedblackbird,119_Yellow_Headed_Blackbird_57530_1_song.m4a,src/AudioClip/119_Yellow_Headed_Blackbird_57530_1_song.m4a,1,song,false,57530,17032
119,Yellow Headed Blackbird,yellowheadedblackbird,119_Yellow_Headed_Blackbird_57530_2_call.m4a,src/AudioClip/119_Yellow_Headed_Blackbird_57530_2_call.m4a,2,call,false,57530,5041
119,Yellow Headed Blackbird,yellowheadedblackbird,119_Yellow_Headed_Blackbird_57530_3_song.m4a,src/AudioClip/119_Yellow_Headed_Blackbird_57530_3_song.m4a,3,song,false,57530,17266
119,Yellow Headed Blackbird,yellowheadedblackbird,119_Yellow_Headed_Blackbird_57530_4_song_main.m4a,src/AudioClip/119_Yellow_Headed_Blackbird_57530_4_song_main.m4a,4,song,true,57530,44081
11,Bronzed Cowbird,bronzedcowbird,11_Bronzed_Cowbird_12572_1_call.m4a,src/AudioClip/11_Bronzed_Cowbird_12572_1_call.m4a,1,call,false,12572,4201
11,Bronzed Cowbird,bronzedcowbird,11_Bronzed_Cowbird_12572_2_call.m4a,src/AudioClip/11_Bronzed_Cowbird_12572_2_call.m4a,2,call,false,12572,16051
11,Bronzed Cowbird,bronzedcowbird,11_Bronzed_Cowbird_12572_3_call.m4a,src/AudioClip/11_Bronzed_Cowbird_12572_3_call.m4a,3,call,false,12572,13107
11,Bronzed Cowbird,bronzedcowbird,11_Bronzed_Cowbird_12572_4_call_main.m4a,src/AudioClip/11_Bronzed_Cowbird_12572_4_call_main.m4a,4,call,true,12572,36941
120,Bushtit,bushtit,120_Bushtit_167824_1_call.m4a,src/AudioClip/120_Bushtit_167824_1_call.m4a,1,call,false,167824,4317
120,Bushtit,bushtit,120_Bushtit_167824_2_call.m4a,src/AudioClip/120_Bushtit_167824_2_call.m4a,2,call,false,167824,4539
120,Bushtit,bushtit,120_Bushtit_167824_3_call.m4a,src/AudioClip/120_Bushtit_167824_3_call.m4a,3,call,false,167824,3344
120,Bushtit,bushtit,120_Bushtit_167824_4_call_main.m4a,src/AudioClip/120_Bushtit_167824_4_call_main.m4a,4,call,true,167824,28612
121,Dickcissel,dickcissel,121_Dickcissel_94414_1_song.m4a,src/AudioClip/121_Dickcissel_94414_1_song.m4a,1,song,false,94414,13522
121,Dickcissel,dickcissel,121_Dickcissel_94414_2_call.m4a,src/AudioClip/121_Dickcissel_94414_2_call.m4a,2,call,false,94414,2928
121,Dickcissel,dickcissel,121_Dickcissel_94414_3_call.m4a,src/AudioClip/121_Dickcissel_94414_3_call.m4a,3,call,false,94414,5923
121,Dickcissel,dickcissel,121_Dickcissel_94414_4_song_main.m4a,src/AudioClip/121_Dickcissel_94414_4_song_main.m4a,4,song,true,94414,27014
122,Ring Billed Gull,ringbilledgull,122_Ring_Billed_Gull_122644_1_call.m4a,src/AudioClip/122_Ring_Billed_Gull_122644_1_call.m4a,1,call,false,122644,8786
122,Ring Billed Gull,ringbilledgull,122_Ring_Billed_Gull_122644_2_call.m4a,src/AudioClip/122_Ring_Billed_Gull_122644_2_call.m4a,2,call,false,122644,7705
122,Ring Billed Gull,ringbilledgull,122_Ring_Billed_Gull_122644_3_call.m4a,src/AudioClip/122_Ring_Billed_Gull_122644_3_call.m4a,3,call,false,122644,7233
122,Ring Billed Gull,ringbilledgull,122_Ring_Billed_Gull_122644_4_call_main.m4a,src/AudioClip/122_Ring_Billed_Gull_122644_4_call_main.m4a,4,call,true,122644,39628
123,American Coot,americancoot,123_American_Coot_43003_1_call.m4a,src/AudioClip/123_American_Coot_43003_1_call.m4a,1,call,false,43003,3436
123,American Coot,americancoot,123_American_Coot_43003_2_call.m4a,src/AudioClip/123_American_Coot_43003_2_call.m4a,2,call,false,43003,3152
123,American Coot,americancoot,123_American_Coot_43003_3_call.m4a,src/AudioClip/123_American_Coot_43003_3_call.m4a,3,call,false,43003,5089
123,American Coot,americancoot,123_American_Coot_43003_4_call_main.m4a,src/AudioClip/123_American_Coot_43003_4_call_main.m4a,4,call,true,43003,56320
124,Yellow Rumped Warbler,yellowrumpedwarbler,124_Yellow_Rumped_Warbler_104566_1_song.m4a,src/AudioClip/124_Yellow_Rumped_Warbler_104566_1_song.m4a,1,song,false,104566,29817
124,Yellow Rumped Warbler,yellowrumpedwarbler,124_Yellow_Rumped_Warbler_104566_2_song.m4a,src/AudioClip/124_Yellow_Rumped_Warbler_104566_2_song.m4a,2,song,false,104566,27342
124,Yellow Rumped Warbler,yellowrumpedwarbler,124_Yellow_Rumped_Warbler_104566_3_song.m4a,src/AudioClip/124_Yellow_Rumped_Warbler_104566_3_song.m4a,3,song,false,104566,25879
124,Yellow Rumped Warbler,yellowrumpedwarbler,124_Yellow_Rumped_Warbler_104566_4_song_main.m4a,src/AudioClip/124_Yellow_Rumped_Warbler_104566_4_song_main.m4a,4,song,true,104566,49202
125,American Robin,americanrobin,125_American_Robin_94255_4_call_main.m4a,src/AudioClip/125_American_Robin_94255_4_call_main.m4a,4,call,true,94255,34137
126,House Finch,housefinch,126_House_Finch_5145_1_call.m4a,src/AudioClip/126_House_Finch_5145_1_call.m4a,1,call,false,5145,5469
126,House Finch,housefinch,126_House_Finch_5145_2_song.m4a,src/AudioClip/126_House_Finch_5145_2_song.m4a,2,song,false,5145,20208
126,House Finch,housefinch,126_House_Finch_5145_3_call.m4a,src/AudioClip/126_House_Finch_5145_3_call.m4a,3,call,false,5145,7327
126,House Finch,housefinch,126_House_Finch_5145_4_song_main.m4a,src/AudioClip/126_House_Finch_5145_4_song_main.m4a,4,song,true,5145,27442
127,Barn Swallow,barnswallow,127_Barn_Swallow_26415_1_call.m4a,src/AudioClip/127_Barn_Swallow_26415_1_call.m4a,1,call,false,26415,3322
127,Barn Swallow,barnswallow,127_Barn_Swallow_26415_2_call.m4a,src/AudioClip/127_Barn_Swallow_26415_2_call.m4a,2,call,false,26415,8628
127,Barn Swallow,barnswallow,127_Barn_Swallow_26415_3_call.m4a,src/AudioClip/127_Barn_Swallow_26415_3_call.m4a,3,call,false,26415,4751
127,Barn Swallow,barnswallow,127_Barn_Swallow_26415_4_call_main.m4a,src/AudioClip/127_Barn_Swallow_26415_4_call_main.m4a,4,call,true,26415,27215
128,Tree Swallow,treeswallow,128_Tree_Swallow_136400_1_song.m4a,src/AudioClip/128_Tree_Swallow_136400_1_song.m4a,1,song,false,136400,16615
128,Tree Swallow,treeswallow,128_Tree_Swallow_136400_2_song.m4a,src/AudioClip/128_Tree_Swallow_136400_2_song.m4a,2,song,false,136400,7191
128,Tree Swallow,treeswallow,128_Tree_Swallow_136400_3_song.m4a,src/AudioClip/128_Tree_Swallow_136400_3_song.m4a,3,song,false,136400,9801
128,Tree Swallow,treeswallow,128_Tree_Swallow_136400_4_song_main.m4a,src/AudioClip/128_Tree_Swallow_136400_4_song_main.m4a,4,song,true,136400,35839
129,Purple Martin,purplemartin,129_Purple_Martin_8086_1_call.m4a,src/AudioClip/129_Purple_Martin_8086_1_call.m4a,1,call,false,8086,2122
129,Purple Martin,purplemartin,129_Purple_Martin_8086_2_song.m4a,src/AudioClip/129_Purple_Martin_8086_2_song.m4a,2,song,false,8086,8832
129,Purple Martin,purplemartin,129_Purple_Martin_8086_3_song.m4a,src/AudioClip/129_Purple_Martin_8086_3_song.m4a,3,song,false,8086,6922
129,Purple Martin,purplemartin,129_Purple_Martin_8086_4_song_main.m4a,src/AudioClip/129_Purple_Martin_8086_4_song_main.m4a,4,song,true,8086,51919
12,Barrows Goldeneye,barrowsgoldeneye,12_Barrows_Goldeneye_60822_1_call.m4a,src/AudioClip/12_Barrows_Goldeneye_60822_1_call.m4a,1,call,false,60822,7166
12,Barrows Goldeneye,barrowsgoldeneye,12_Barrows_Goldeneye_60822_2_call.m4a,src/AudioClip/12_Barrows_Goldeneye_60822_2_call.m4a,2,call,false,60822,4407
12,Barrows Goldeneye,barrowsgoldeneye,12_Barrows_Goldeneye_60822_4_call_main.m4a,src/AudioClip/12_Barrows_Goldeneye_60822_4_call_main.m4a,4,call,true,60822,32053
130,Violet Green Swallow,violetgreenswallow,130_Violet_Green_Swallow_188350_1_call.m4a,src/AudioClip/130_Violet_Green_Swallow_188350_1_call.m4a,1,call,false,188350,10498
130,Violet Green Swallow,violetgreenswallow,130_Violet_Green_Swallow_188350_2_call.m4a,src/AudioClip/130_Violet_Green_Swallow_188350_2_call.m4a,2,call,false,188350,12114
130,Violet Green Swallow,violetgreenswallow,130_Violet_Green_Swallow_188350_3_call.m4a,src/AudioClip/130_Violet_Green_Swallow_188350_3_call.m4a,3,call,false,188350,3948
130,Violet Green Swallow,violetgreenswallow,130_Violet_Green_Swallow_188350_4_call_main.m4a,src/AudioClip/130_Violet_Green_Swallow_188350_4_call_main.m4a,4,call,true,188350,27662
131,Cedar Waxwing,cedarwaxwing,131_Cedar_Waxwing_107228_1_call.m4a,src/AudioClip/131_Cedar_Waxwing_107228_1_call.m4a,1,call,false,107228,7976
131,Cedar Waxwing,cedarwaxwing,131_Cedar_Waxwing_107228_2_song.m4a,src/AudioClip/131_Cedar_Waxwing_107228_2_song.m4a,2,song,false,107228,11441
131,Cedar Waxwing,cedarwaxwing,131_Cedar_Waxwing_107228_3_call.m4a,src/AudioClip/131_Cedar_Waxwing_107228_3_call.m4a,3,call,false,107228,11439
131,Cedar Waxwing,cedarwaxwing,131_Cedar_Waxwing_107228_4_song_main.m4a,src/AudioClip/131_Cedar_Waxwing_107228_4_song_main.m4a,4,song,true,107228,34870
132,Pygmy Nuthatch,pygmynuthatch,132_Pygmy_Nuthatch_87927_1_call.m4a,src/AudioClip/132_Pygmy_Nuthatch_87927_1_call.m4a,1,call,false,87927,7212
132,Pygmy Nuthatch,pygmynuthatch,132_Pygmy_Nuthatch_87927_2_song.m4a,src/AudioClip/132_Pygmy_Nuthatch_87927_2_song.m4a,2,song,false,87927,16423
132,Pygmy Nuthatch,pygmynuthatch,132_Pygmy_Nuthatch_87927_4_song_main.m4a,src/AudioClip/132_Pygmy_Nuthatch_87927_4_song_main.m4a,4,song,true,87927,23656
133,Pine Siskin,pinesiskin,133_Pine_Siskin_63010_1_call.m4a,src/AudioClip/133_Pine_Siskin_63010_1_call.m4a,1,call,false,63010,13259
133,Pine Siskin,pinesiskin,133_Pine_Siskin_63010_2_call.m4a,src/AudioClip/133_Pine_Siskin_63010_2_call.m4a,2,call,false,63010,3903
133,Pine Siskin,pinesiskin,133_Pine_Siskin_63010_3_song.m4a,src/AudioClip/133_Pine_Siskin_63010_3_song.m4a,3,song,false,63010,7223
133,Pine Siskin,pinesiskin,133_Pine_Siskin_63010_4_song_main.m4a,src/AudioClip/133_Pine_Siskin_63010_4_song_main.m4a,4,song,true,63010,44652
134,Dark Eyed Junco,darkeyedjunco,134_Dark_Eyed_Junco_85233_1_call.m4a,src/AudioClip/134_Dark_Eyed_Junco_85233_1_call.m4a,1,call,false,85233,2495
134,Dark Eyed Junco,darkeyedjunco,134_Dark_Eyed_Junco_85233_2_song.m4a,src/AudioClip/134_Dark_Eyed_Junco_85233_2_song.m4a,2,song,false,85233,8095
134,Dark Eyed Junco,darkeyedjunco,134_Dark_Eyed_Junco_85233_3_call.m4a,src/AudioClip/134_Dark_Eyed_Junco_85233_3_call.m4a,3,call,false,85233,2469
134,Dark Eyed Junco,darkeyedjunco,134_Dark_Eyed_Junco_85233_4_song_main.m4a,src/AudioClip/134_Dark_Eyed_Junco_85233_4_song_main.m4a,4,song,true,85233,33664
135,American Oystercatcher,americanoystercatcher,135_American_Oystercatcher_45461_1_call.m4a,src/AudioClip/135_American_Oystercatcher_45461_1_call.m4a,1,call,false,45461,2424
135,American Oystercatcher,americanoystercatcher,135_American_Oystercatcher_45461_2_call.m4a,src/AudioClip/135_American_Oystercatcher_45461_2_call.m4a,2,call,false,45461,3867
135,American Oystercatcher,americanoystercatcher,135_American_Oystercatcher_45461_4_call_main.m4a,src/AudioClip/135_American_Oystercatcher_45461_4_call_main.m4a,4,call,true,45461,25061
136,Carolina Wren,carolinawren,136_Carolina_Wren_191224_1_call.m4a,src/AudioClip/136_Carolina_Wren_191224_1_call.m4a,1,call,false,191224,5166
136,Carolina Wren,carolinawren,136_Carolina_Wren_191224_3_song.m4a,src/AudioClip/136_Carolina_Wren_191224_3_song.m4a,3,song,false,191224,20040
136,Carolina Wren,carolinawren,136_Carolina_Wren_191224_4_song_main.m4a,src/AudioClip/136_Carolina_Wren_191224_4_song_main.m4a,4,song,true,191224,54463
137,Black Necked Stilt,blackneckedstilt,137_Black_necked_Stilt_64163_1_call.m4a,src/AudioClip/137_Black_necked_Stilt_64163_1_call.m4a,1,call,false,64163,2879
137,Black Necked Stilt,blackneckedstilt,137_Black_necked_Stilt_64163_2_call.m4a,src/AudioClip/137_Black_necked_Stilt_64163_2_call.m4a,2,call,false,64163,3405
137,Black Necked Stilt,blackneckedstilt,137_Black_necked_Stilt_64163_3_call.m4a,src/AudioClip/137_Black_necked_Stilt_64163_3_call.m4a,3,call,false,64163,2549
137,Black Necked Stilt,blackneckedstilt,137_Black_necked_Stilt_64163_4_call_main.m4a,src/AudioClip/137_Black_necked_Stilt_64163_4_call_main.m4a,4,call,true,64163,29267
138,Inca Dove,incadove,138_Inca_Dove_165046_1_call.m4a,src/AudioClip/138_Inca_Dove_165046_1_call.m4a,1,call,false,165046,9594
138,Inca Dove,incadove,138_Inca_Dove_165046_2_call.m4a,src/AudioClip/138_Inca_Dove_165046_2_call.m4a,2,call,false,165046,9440
138,Inca Dove,incadove,138_Inca_Dove_165046_3_call.m4a,src/AudioClip/138_Inca_Dove_165046_3_call.m4a,3,call,false,165046,9395
138,Inca Dove,incadove,138_Inca_Dove_165046_4_call_main.m4a,src/AudioClip/138_Inca_Dove_165046_4_call_main.m4a,4,call,true,165046,35540
139,Says Phoebe,saysphoebe,139_Says_Phoebe_191105_1_call.m4a,src/AudioClip/139_Says_Phoebe_191105_1_call.m4a,1,call,false,191105,5455
139,Says Phoebe,saysphoebe,139_Says_Phoebe_191105_2_song.m4a,src/AudioClip/139_Says_Phoebe_191105_2_song.m4a,2,song,false,191105,5196
139,Says Phoebe,saysphoebe,139_Says_Phoebe_191105_3_call.m4a,src/AudioClip/139_Says_Phoebe_191105_3_call.m4a,3,call,false,191105,6748
139,Says Phoebe,saysphoebe,139_Says_Phoebe_191105_4_song_main.m4a,src/AudioClip/139_Says_Phoebe_191105_4_song_main.m4a,4,song,true,191105,34277
13,Eastern Kingbird,easternkingbird,13_Eastern_Kingbird_534398_1_call.m4a,src/AudioClip/13_Eastern_Kingbird_534398_1_call.m4a,1,call,false,534398,4295
